file_name,mfcc_feature1,mfcc_feature2,mfcc_feature3,mfcc_feature4,mfcc_feature5,mfcc_feature6,mfcc_feature7,mfcc_feature8,mfcc_feature9,mfcc_feature10,mfcc_feature11,mfcc_feature12,mfcc_feature13,mfcc_feature14,mfcc_feature15,mfcc_feature16,mfcc_feature17,mfcc_feature18,mfcc_feature19,mfcc_feature20,mfcc_feature21,mfcc_feature22,mfcc_feature23,mfcc_feature24,mfcc_feature25,mfcc_feature26,mfcc_feature27,mfcc_feature28,mfcc_feature29,mfcc_feature30,mfcc_feature31,mfcc_feature32,mfcc_feature33,mfcc_feature34,mfcc_feature35,mfcc_feature36,mfcc_feature37,mfcc_feature38,mfcc_feature39
spanish86.mp3,-323.919921875,103.20722961425781,-0.06405024975538254,28.463769912719727,-2.0654373168945312,-0.41462740302085876,-17.255842208862305,-13.738381385803223,-18.47232437133789,-8.138640403747559,-5.5682148933410645,-6.447118282318115,-4.945038795471191,-4.2503589980924517e-08,-1.4167863326974839e-08,-1.4167863326974839e-08,-3.5419658317437097e-09,-3.5419658317437097e-09,4.427457511724242e-09,7.0839316634874194e-09,-1.7709829158718549e-09,0.0,-8.412168739369008e-09,1.7709829158718549e-09,-3.5419658317437097e-09,2.213728755862121e-09,-1.9480811630501194e-08,-1.2396880855192194e-08,1.1511389175211661e-08,-7.969423343467952e-09,6.419813125546625e-09,6.198440427596097e-09,3.0992202137980485e-09,8.412168739369008e-09,0.0,-2.2137286448398186e-10,-1.3282371869038911e-09,-5.5343218896553026e-09,-3.984711671733976e-09
swedish4.mp3,-295.1368103027344,69.77240753173828,3.775681734085083,39.351192474365234,-1.443910837173462,12.909846305847168,-6.823179244995117,5.405805587768555,-16.720443725585938,13.473090171813965,-16.20473289489746,17.109203338623047,-14.166059494018555,-5.498662858371972e-08,0.0,8.591660716206206e-09,-3.4366642864824826e-09,1.2028325002688689e-08,-3.4366642864824826e-09,-3.4366642864824826e-09,1.7183321432412413e-09,-3.4366642864824826e-09,0.0,6.0141625013443445e-09,3.4366642864824826e-09,-8.591660716206206e-10,-3.952163751819171e-08,-9.450826787826827e-09,1.245790759440979e-08,-5.584579465534034e-09,-6.0141625013443445e-09,5.154996429723724e-09,1.7183321432412413e-09,-3.0070812506721722e-09,4.081038618153343e-09,-2.1479151790515516e-10,-3.2218727685773274e-09,2.577498214861862e-09,2.792289732767017e-09
tagalog12.mp3,-352.7947998046875,85.69989013671875,3.3410658836364746,22.898197174072266,0.30934566259384155,4.346153736114502,-9.252878189086914,-9.979354858398438,-21.90989875793457,-3.918553352355957,-11.546854972839355,-7.266760349273682,-11.687954902648926,0.012199503369629383,-0.0037108208052814007,-0.0033934065140783787,0.005673027131706476,-0.0017196073895320296,-0.0016459559556096792,0.0027064711321145296,0.004525344353169203,-0.0053885504603385925,0.0030427665915340185,0.002635100856423378,-0.00041457958286628127,0.0076606664806604385,-0.012523610144853592,-0.0062957219779491425,-0.002532179933041334,-0.005389746744185686,-0.00348218553699553,-0.0022394941188395023,-0.000741459138225764,-0.0015128090744838119,0.001980851637199521,-0.001577705261297524,-0.0014669211814180017,0.0019318083068355918,0.0005055063520558178
taiwanese6.mp3,-287.26824951171875,122.90090942382812,5.998332977294922,40.53526306152344,-9.271993637084961,-3.287776470184326,-28.686664581298828,6.24017858505249,-11.587509155273438,-9.519713401794434,6.914348125457764,-13.702028274536133,-0.6690207719802856,0.0,0.0,-1.8387037448164278e-09,2.451604919073702e-09,4.903209838147404e-09,0.0,9.806419676294809e-09,1.8387037448164278e-09,-1.8387037448164278e-09,1.8387037448164278e-09,-2.451604919073702e-09,-2.451604919073702e-09,3.0645061488421277e-10,-3.6774074896328557e-09,4.903209838147404e-09,-6.435462829301741e-09,-2.451604919073702e-09,2.7580555617134905e-09,-4.5967593620410696e-10,-1.8387037448164278e-09,3.064506204353279e-09,1.8387037448164278e-09,-1.5322531021766395e-09,-9.193518724082139e-10,-2.604830129371294e-09,-6.129012297684255e-10
tajiki1.mp3,-338.770751953125,62.378841400146484,-21.894603729248047,29.338533401489258,-9.406798362731934,4.938018798828125,-10.25271987915039,8.48851490020752,-18.001724243164062,13.491211891174316,-17.078231811523438,2.450458526611328,-0.49244922399520874,0.0001618382812011987,0.00012788278399966657,0.0003297971561551094,0.0031557593028992414,0.006890679709613323,0.0045248595997691154,-0.0005237304721958935,0.002305065980181098,0.009132154285907745,0.00993029773235321,0.005783712491393089,-0.000616040953900665,-0.008124037645757198,-0.0027219639159739017,0.00093055673642084,0.005263811443001032,0.00024471248616464436,-0.0035812195856124163,0.0002307347604073584,0.00129229505546391,-0.003098013112321496,-0.004459507763385773,-0.0034812630619853735,-0.003702729707583785,-0.0012035979889333248,0.0022799887228757143
thai10.mp3,-221.8827362060547,78.35894012451172,-2.5753543376922607,50.00083923339844,-4.789688587188721,13.335051536560059,-9.493749618530273,10.136445999145508,-15.041023254394531,9.870458602905273,-7.2982048988342285,6.125548839569092,-4.42603063583374,0.005831637419760227,-0.033388350158929825,0.01889679580926895,0.014279837720096111,-0.007366145960986614,0.016731305047869682,0.013897906057536602,0.03410643711686134,-0.0040740869008004665,0.0032131271436810493,-0.013255085796117783,-0.008974781259894371,-0.0032816180028021336,-0.012748765759170055,-0.016823245212435722,0.006153799593448639,0.00896572507917881,-0.008619611151516438,0.003412027610465884,0.0012666857801377773,0.0028247260488569736,0.004740828648209572,0.004983439110219479,-0.003911664709448814,0.003086654469370842,0.005146298091858625
tigrigna5.mp3,-353.3746643066406,108.47610473632812,-6.168679237365723,26.28291893005371,10.874166488647461,5.547209739685059,-28.73615837097168,-16.075092315673828,-15.995757102966309,-5.866401672363281,-8.68946647644043,-7.227329254150391,7.843471527099609,0.09003781527280807,0.06631137430667877,-0.002961809281259775,-0.0007334433030337095,0.00807269848883152,0.00743808364495635,-0.002680238103494048,-0.014195357449352741,-0.0026181053835898638,0.0077245053835213184,0.004203864373266697,0.005672416649758816,0.005898426752537489,-0.005897896364331245,0.0009042060701176524,0.0052349683828651905,-5.985238021821715e-05,0.002275309758260846,0.0014291194966062903,-0.004441069904714823,-0.006276189815253019,-0.0013404684141278267,0.001862316275946796,-0.0026724799536168575,-0.0011475678766146302,0.003177498932927847
turkish6.mp3,-303.1889953613281,127.19608306884766,-6.518611907958984,40.052337646484375,12.405135154724121,3.5742690563201904,-2.328453302383423,2.1145753860473633,-12.410595893859863,6.771100044250488,-6.8787312507629395,-1.8386929035186768,4.709736347198486,-0.003186334390193224,-0.0024937856942415237,0.009742752648890018,0.01496137771755457,-0.00012840692943427712,-0.005413446109741926,-0.000628691166639328,-0.0024900943972170353,0.00039249417022801936,0.0016539228381589055,-0.0021384491119533777,0.004479358904063702,0.006116746459156275,-0.01023450680077076,-0.009865891188383102,-0.002555593615397811,0.0008651048992760479,0.0022954021114856005,0.002924155443906784,0.0019357760902494192,0.0008715951698832214,-3.984673094237223e-05,-0.003940952010452747,-0.007712552323937416,-0.003907537553459406,0.0024357603397220373
urdu10.mp3,-246.81202697753906,132.49766540527344,-6.538075923919678,42.911251068115234,-1.4753130674362183,0.3028201460838318,-28.255020141601562,-4.708545684814453,-25.839319229125977,-16.775341033935547,-2.240337610244751,-7.007392883300781,-0.2822705805301666,0.13730867207050323,-0.02670184150338173,-0.035940542817115784,0.027477983385324478,-0.010107669048011303,0.031140105798840523,-0.014468464069068432,0.036151155829429626,-0.00486338697373867,-0.009367311373353004,-0.003296926384791732,0.008759548887610435,0.012675006873905659,0.022256100550293922,-0.026061493903398514,-0.0013569341972470284,0.01558698620647192,-0.0035623954609036446,0.002969972789287567,-0.014550650492310524,0.01331283524632454,-0.0030961662996560335,-0.002598714781925082,-0.003302955301478505,0.006257382687181234,0.00012142971536377445
yiddish3.mp3,-308.4352111816406,140.86770629882812,-20.193178176879883,29.12511444091797,-0.9715147614479065,13.07096004486084,-16.686201095581055,0.13126014173030853,-14.618179321289062,-10.651209831237793,-2.0944504737854004,-12.836899757385254,-3.325869560241699,0.02928587608039379,-0.002917998470366001,-0.006577677093446255,0.006479495204985142,-0.001908048172481358,0.012287949211895466,-0.008735133334994316,-0.003528597764670849,-0.002276114420965314,-0.003247910412028432,0.0032388849649578333,-0.013413448818027973,-0.0093163400888443,-0.02218223735690117,0.005885894410312176,0.0059628793969750404,-0.007735423278063536,0.0067844754084944725,-0.006051511503756046,-0.001078431960195303,0.003620170522481203,0.002698429860174656,-0.0018992576515302062,0.0021411969792097807,0.000950224231928587,-0.004150241147726774
