file_name,mfcc_feature1,mfcc_feature2,mfcc_feature3,mfcc_feature4,mfcc_feature5,mfcc_feature6,mfcc_feature7,mfcc_feature8,mfcc_feature9,mfcc_feature10,mfcc_feature11,mfcc_feature12,mfcc_feature13,mfcc_feature14,mfcc_feature15,mfcc_feature16,mfcc_feature17,mfcc_feature18,mfcc_feature19,mfcc_feature20,mfcc_feature21,mfcc_feature22,mfcc_feature23,mfcc_feature24,mfcc_feature25,mfcc_feature26,mfcc_feature27,mfcc_feature28,mfcc_feature29,mfcc_feature30,mfcc_feature31,mfcc_feature32,mfcc_feature33,mfcc_feature34,mfcc_feature35,mfcc_feature36,mfcc_feature37,mfcc_feature38,mfcc_feature39,MeanRMS,MeanZCR,MeanSpectralCentroid,MeanSpectralBandwidth
spanish86.mp3,-323.9199219,103.2072296,-0.06405025,28.46376991,-2.065437317,-0.414627403,-17.25584221,-13.73838139,-18.47232437,-8.138640404,-5.568214893,-6.447118282,-4.945038795,-4.25e-08,-1.42e-08,-1.42e-08,-3.54e-09,-3.54e-09,4.43e-09,7.08e-09,-1.77e-09,0.0,-8.41e-09,1.77e-09,-3.54e-09,2.21e-09,-1.95e-08,-1.24e-08,1.15e-08,-7.97e-09,6.42e-09,6.2e-09,3.1e-09,8.41e-09,0.0,-2.21e-10,-1.33e-09,-5.53e-09,-3.98e-09,0.087647334,0.11133661684782609,1646.975733144971,1513.2935152087207
swedish4.mp3,-295.1368103,69.77240753,3.775681734,39.35119247,-1.443910837,12.90984631,-6.823179245,5.405805588,-16.72044373,13.47309017,-16.20473289,17.10920334,-14.16605949,-5.5e-08,0.0,8.59e-09,-3.44e-09,1.2e-08,-3.44e-09,-3.44e-09,1.72e-09,-3.44e-09,0.0,6.01e-09,3.44e-09,-8.59e-10,-3.95e-08,-9.45e-09,1.25e-08,-5.58e-09,-6.01e-09,5.15e-09,1.72e-09,-3.01e-09,4.08e-09,-2.15e-10,-3.22e-09,2.58e-09,2.79e-09,0.033203486,0.12901947463768115,2554.867517604654,2486.360479601752
tagalog12.mp3,-352.7947998,85.69989014,3.341065884,22.89819717,0.309345663,4.346153736,-9.252878189,-9.979354858,-21.90989876,-3.918553352,-11.54685497,-7.266760349,-11.6879549,0.012199503,-0.003710821,-0.003393407,0.005673027,-0.001719607,-0.001645956,0.002706471,0.004525344,-0.00538855,0.003042767,0.002635101,-0.00041458,0.007660666,-0.01252361,-0.006295722,-0.00253218,-0.005389747,-0.003482186,-0.002239494,-0.000741459,-0.001512809,0.001980852,-0.001577705,-0.001466921,0.001931808,0.000505506,0.030443266,0.12161458333333333,2137.031166959324,2041.5089234988766
taiwanese6.mp3,-287.2682495,122.9009094,5.998332977,40.53526306,-9.271993637,-3.28777647,-28.68666458,6.240178585,-11.58750916,-9.519713402,6.914348125,-13.70202827,-0.669020772,0.0,0.0,-1.84e-09,2.45e-09,4.9e-09,0.0,9.81e-09,1.84e-09,-1.84e-09,1.84e-09,-2.45e-09,-2.45e-09,3.06e-10,-3.68e-09,4.9e-09,-6.44e-09,-2.45e-09,2.76e-09,-4.6e-10,-1.84e-09,3.06e-09,1.84e-09,-1.53e-09,-9.19e-10,-2.6e-09,-6.13e-10,0.07282599,0.056125452898550726,1246.359525299765,1527.795680421742
tajiki1.mp3,-338.770752,62.3788414,-21.89460373,29.3385334,-9.406798363,4.938018799,-10.25271988,8.4885149,-18.00172424,13.49121189,-17.07823181,2.450458527,-0.492449224,0.000161838,0.000127883,0.000329797,0.003155759,0.00689068,0.00452486,-0.00052373,0.002305066,0.009132154,0.009930298,0.005783712,-0.000616041,-0.008124038,-0.002721964,0.000930557,0.005263811,0.000244712,-0.00358122,0.000230735,0.001292295,-0.003098013,-0.004459508,-0.003481263,-0.00370273,-0.001203598,0.002279989,0.024446169,0.21284533514492754,3013.8520617335416,2019.5476976364293
thai10.mp3,-221.8827362,78.35894012,-2.575354338,50.00083923,-4.789688587,13.33505154,-9.493749619,10.136446,-15.04102325,9.870458603,-7.298204899,6.12554884,-4.426030636,0.005831637,-0.03338835,0.018896796,0.014279838,-0.007366146,0.016731305,0.013897906,0.034106437,-0.004074087,0.003213127,-0.013255086,-0.008974781,-0.003281618,-0.012748766,-0.016823245,0.0061538,0.008965725,-0.008619611,0.003412028,0.001266686,0.002824726,0.004740829,0.004983439,-0.003911665,0.003086654,0.005146298,0.08241387,0.17106827445652173,2705.1689836808364,2165.3151079823238
tigrigna5.mp3,-353.3746643,108.4761047,-6.168679237,26.28291893,10.87416649,5.54720974,-28.73615837,-16.07509232,-15.9957571,-5.866401672,-8.689466476,-7.227329254,7.843471527,0.090037815,0.066311374,-0.002961809,-0.000733443,0.008072698,0.007438084,-0.002680238,-0.014195357,-0.002618105,0.007724505,0.004203864,0.005672417,0.005898427,-0.005897896,0.000904206,0.005234968,-5.99e-05,0.00227531,0.001429119,-0.00444107,-0.00627619,-0.001340468,0.001862316,-0.00267248,-0.001147568,0.003177499,0.03634395,0.09166666666666666,1493.5273853518693,1492.891265073094
turkish6.mp3,-303.1889954,127.1960831,-6.518611908,40.05233765,12.40513515,3.574269056,-2.328453302,2.114575386,-12.41059589,6.771100044,-6.878731251,-1.838692904,4.709736347,-0.003186334,-0.002493786,0.009742753,0.014961378,-0.000128407,-0.005413446,-0.000628691,-0.002490094,0.000392494,0.001653923,-0.002138449,0.004479359,0.006116746,-0.010234507,-0.009865891,-0.002555594,0.000865105,0.002295402,0.002924155,0.001935776,0.000871595,-3.98e-05,-0.003940952,-0.007712552,-0.003907538,0.00243576,0.06375438,0.07974128170289856,1604.1451686579749,1831.189465038143
urdu10.mp3,-246.812027,132.4976654,-6.538075924,42.91125107,-1.475313067,0.302820146,-28.25502014,-4.708545685,-25.83931923,-16.77534103,-2.24033761,-7.007392883,-0.282270581,0.137308672,-0.026701842,-0.035940543,0.027477983,-0.010107669,0.031140106,-0.014468464,0.036151156,-0.004863387,-0.009367311,-0.003296926,0.008759549,0.012675007,0.022256101,-0.026061494,-0.001356934,0.015586986,-0.003562395,0.002969973,-0.01455065,0.013312835,-0.003096166,-0.002598715,-0.003302955,0.006257383,0.00012143,0.10804546,0.08447690217391304,1384.5214991824325,1407.6222485821277
yiddish3.mp3,-308.4352112,140.8677063,-20.19317818,29.12511444,-0.971514761,13.07096004,-16.6862011,0.131260142,-14.61817932,-10.65120983,-2.094450474,-12.83689976,-3.32586956,0.029285876,-0.002917998,-0.006577677,0.006479495,-0.001908048,0.012287949,-0.008735133,-0.003528598,-0.002276114,-0.00324791,0.003238885,-0.013413449,-0.00931634,-0.022182237,0.005885894,0.005962879,-0.007735423,0.006784475,-0.006051512,-0.001078432,0.003620171,0.00269843,-0.001899258,0.002141197,0.000950224,-0.004150241,0.03361729,0.09315274003623189,1503.3912954713626,1429.6651852339685
