file_name,mfcc_feature1,mfcc_feature2,mfcc_feature3,mfcc_feature4,mfcc_feature5,mfcc_feature6,mfcc_feature7,mfcc_feature8,mfcc_feature9,mfcc_feature10,mfcc_feature11,mfcc_feature12,mfcc_feature13,mfcc_feature14,mfcc_feature15,mfcc_feature16,mfcc_feature17,mfcc_feature18,mfcc_feature19,mfcc_feature20,mfcc_feature21,mfcc_feature22,mfcc_feature23,mfcc_feature24,mfcc_feature25,mfcc_feature26,mfcc_feature27,mfcc_feature28,mfcc_feature29,mfcc_feature30,mfcc_feature31,mfcc_feature32,mfcc_feature33,mfcc_feature34,mfcc_feature35,mfcc_feature36,mfcc_feature37,mfcc_feature38,mfcc_feature39,RMS
spanish86.mp3,-323.919921875,103.2072296142578,-0.0640502497553825,28.463769912719727,-2.0654373168945312,-0.4146274030208587,-17.255842208862305,-13.738381385803224,-18.47232437133789,-8.138640403747559,-5.5682148933410645,-6.447118282318115,-4.945038795471191,-4.250358998092452e-08,-1.416786332697484e-08,-1.416786332697484e-08,-3.541965831743709e-09,-3.541965831743709e-09,4.427457511724242e-09,7.0839316634874194e-09,-1.7709829158718547e-09,0.0,-8.412168739369008e-09,1.7709829158718547e-09,-3.541965831743709e-09,2.213728755862121e-09,-1.94808116305012e-08,-1.2396880855192194e-08,1.1511389175211661e-08,-7.969423343467952e-09,6.419813125546625e-09,6.198440427596097e-09,3.099220213798048e-09,8.412168739369008e-09,0.0,-2.2137286448398183e-10,-1.3282371869038911e-09,-5.5343218896553026e-09,-3.984711671733976e-09,0.08628202
swedish4.mp3,-295.1368103027344,69.77240753173828,3.775681734085083,39.351192474365234,-1.443910837173462,12.909846305847168,-6.823179244995117,5.405805587768555,-16.720443725585938,13.473090171813965,-16.20473289489746,17.109203338623047,-14.166059494018556,-5.4986628583719734e-08,0.0,8.591660716206206e-09,-3.436664286482482e-09,1.2028325002688689e-08,-3.436664286482482e-09,-3.436664286482482e-09,1.718332143241241e-09,-3.436664286482482e-09,0.0,6.0141625013443445e-09,3.436664286482482e-09,-8.591660716206204e-10,-3.952163751819171e-08,-9.450826787826829e-09,1.2457907594409793e-08,-5.584579465534034e-09,-6.0141625013443445e-09,5.154996429723724e-09,1.718332143241241e-09,-3.0070812506721722e-09,4.081038618153343e-09,-2.1479151790515519e-10,-3.2218727685773274e-09,2.577498214861862e-09,2.792289732767017e-09,0.031038303
tagalog12.mp3,-352.7947998046875,85.69989013671875,3.3410658836364746,22.898197174072266,0.3093456625938415,4.346153736114502,-9.252878189086914,-9.979354858398438,-21.90989875793457,-3.918553352355957,-11.546854972839355,-7.266760349273682,-11.687954902648926,0.0121995033696293,-0.0037108208052814,-0.0033934065140783,0.0056730271317064,-0.001719607389532,-0.0016459559556096,0.0027064711321145,0.0045253443531692,-0.0053885504603385,0.003042766591534,0.0026351008564233,-0.0004145795828662,0.0076606664806604,-0.0125236101448535,-0.0062957219779491,-0.0025321799330413,-0.0053897467441856,-0.0034821855369955,-0.0022394941188395,-0.0007414591382257,-0.0015128090744838,0.0019808516371995,-0.0015777052612975,-0.001466921181418,0.0019318083068355,0.0005055063520558,0.026665078
taiwanese6.mp3,-287.26824951171875,122.90090942382812,5.998332977294922,40.53526306152344,-9.27199363708496,-3.287776470184326,-28.686664581298828,6.24017858505249,-11.587509155273438,-9.519713401794434,6.914348125457764,-13.702028274536133,-0.6690207719802856,0.0,0.0,-1.8387037448164278e-09,2.451604919073702e-09,4.903209838147404e-09,0.0,9.806419676294809e-09,1.8387037448164278e-09,-1.8387037448164278e-09,1.8387037448164278e-09,-2.451604919073702e-09,-2.451604919073702e-09,3.0645061488421277e-10,-3.6774074896328557e-09,4.903209838147404e-09,-6.435462829301741e-09,-2.451604919073702e-09,2.75805556171349e-09,-4.5967593620410696e-10,-1.8387037448164278e-09,3.064506204353279e-09,1.8387037448164278e-09,-1.5322531021766395e-09,-9.193518724082139e-10,-2.604830129371294e-09,-6.129012297684253e-10,0.06763499
tajiki1.mp3,-338.770751953125,62.37884140014648,-21.894603729248047,29.33853340148925,-9.406798362731934,4.938018798828125,-10.25271987915039,8.48851490020752,-18.001724243164062,13.491211891174316,-17.078231811523438,2.450458526611328,-0.4924492239952087,0.0001618382812011,0.0001278827839996,0.0003297971561551,0.0031557593028992,0.0068906797096133,0.0045248595997691,-0.0005237304721958,0.002305065980181,0.0091321542859077,0.0099302977323532,0.005783712491393,-0.0006160409539006,-0.0081240376457571,-0.0027219639159739,0.0009305567364208,0.005263811443001,0.0002447124861646,-0.0035812195856124,0.0002307347604073,0.0012922950554639,-0.0030980131123214,-0.0044595077633857,-0.0034812630619853,-0.0037027297075837,-0.0012035979889333,0.0022799887228757,0.02331166
thai10.mp3,-221.8827362060547,78.35894012451172,-2.5753543376922607,50.00083923339844,-4.789688587188721,13.33505153656006,-9.493749618530272,10.136445999145508,-15.041023254394531,9.870458602905272,-7.298204898834228,6.125548839569092,-4.42603063583374,0.0058316374197602,-0.0333883501589298,0.0188967958092689,0.0142798377200961,-0.0073661459609866,0.0167313050478696,0.0138979060575366,0.0341064371168613,-0.0040740869008004,0.003213127143681,-0.0132550857961177,-0.0089747812598943,-0.0032816180028021,-0.01274876575917,-0.0168232452124357,0.0061537995934486,0.0089657250791788,-0.0086196111515164,0.0034120276104658,0.0012666857801377,0.0028247260488569,0.0047408286482095,0.0049834391102194,-0.0039116647094488,0.0030866544693708,0.0051462980918586,0.0767224
tigrigna5.mp3,-353.3746643066406,108.47610473632812,-6.168679237365723,26.28291893005371,10.87416648864746,5.547209739685059,-28.73615837097168,-16.075092315673828,-15.995757102966309,-5.866401672363281,-8.68946647644043,-7.227329254150391,7.843471527099609,0.090037815272808,0.0663113743066787,-0.0029618092812597,-0.0007334433030337,0.0080726984888315,0.0074380836449563,-0.002680238103494,-0.0141953574493527,-0.0026181053835898,0.0077245053835213,0.0042038643732666,0.0056724166497588,0.0058984267525374,-0.0058978963643312,0.0009042060701176,0.0052349683828651,-5.985238021821715e-05,0.0022753097582608,0.0014291194966062,-0.0044410699047148,-0.006276189815253,-0.0013404684141278,0.0018623162759467,-0.0026724799536168,-0.0011475678766146,0.0031774989329278,0.031465247
turkish6.mp3,-303.1889953613281,127.19608306884766,-6.518611907958984,40.052337646484375,12.40513515472412,3.5742690563201904,-2.328453302383423,2.114575386047364,-12.410595893859863,6.771100044250488,-6.87873125076294,-1.8386929035186768,4.709736347198486,-0.0031863343901932,-0.0024937856942415,0.00974275264889,0.0149613777175545,-0.0001284069294342,-0.0054134461097419,-0.0006286911666393,-0.002490094397217,0.000392494170228,0.0016539228381589,-0.0021384491119533,0.0044793589040637,0.0061167464591562,-0.0102345068007707,-0.0098658911883831,-0.0025555936153978,0.000865104899276,0.0022954021114856,0.0029241554439067,0.0019357760902494,0.0008715951698832,-3.984673094237223e-05,-0.0039409520104527,-0.0077125523239374,-0.0039075375534594,0.002435760339722,0.05564431
urdu10.mp3,-246.81202697753903,132.49766540527344,-6.538075923919678,42.911251068115234,-1.4753130674362185,0.3028201460838318,-28.25502014160156,-4.708545684814453,-25.839319229125977,-16.775341033935547,-2.240337610244751,-7.007392883300781,-0.2822705805301666,0.1373086720705032,-0.0267018415033817,-0.0359405428171157,0.0274779833853244,-0.0101076690480113,0.0311401057988405,-0.0144684640690684,0.0361511558294296,-0.0048633869737386,-0.009367311373353,-0.0032969263847917,0.0087595488876104,0.0126750068739056,0.0222561005502939,-0.0260614939033985,-0.001356934197247,0.0155869862064719,-0.0035623954609036,0.0029699727892875,-0.0145506504923105,0.0133128352463245,-0.003096166299656,-0.002598714781925,-0.0033029553014785,0.0062573826871812,0.0001214297153637,0.102848455
yiddish3.mp3,-308.4352111816406,140.86770629882812,-20.193178176879883,29.12511444091797,-0.9715147614479064,13.07096004486084,-16.686201095581055,0.1312601417303085,-14.618179321289062,-10.651209831237791,-2.0944504737854004,-12.836899757385254,-3.325869560241699,0.0292858760803937,-0.002917998470366,-0.0065776770934462,0.0064794952049851,-0.0019080481724813,0.0122879492118954,-0.0087351333349943,-0.0035285977646708,-0.0022761144209653,-0.0032479104120284,0.0032388849649578,-0.0134134488180279,-0.0093163400888443,-0.0221822373569011,0.0058858944103121,0.005962879396975,-0.0077354232780635,0.0067844754084944,-0.006051511503756,-0.0010784319601953,0.0036201705224812,0.0026984298601746,-0.0018992576515302,0.0021411969792097,0.0009502242319285,-0.0041502411477267,0.03385862
