file_name,mfcc_feature1,mfcc_feature2,mfcc_feature3,mfcc_feature4,mfcc_feature5,mfcc_feature6,mfcc_feature7,mfcc_feature8,mfcc_feature9,mfcc_feature10,mfcc_feature11,mfcc_feature12,mfcc_feature13,mfcc_feature14,mfcc_feature15,mfcc_feature16,mfcc_feature17,mfcc_feature18,mfcc_feature19,mfcc_feature20,mfcc_feature21,mfcc_feature22,mfcc_feature23,mfcc_feature24,mfcc_feature25,mfcc_feature26,mfcc_feature27,mfcc_feature28,mfcc_feature29,mfcc_feature30,mfcc_feature31,mfcc_feature32,mfcc_feature33,mfcc_feature34,mfcc_feature35,mfcc_feature36,mfcc_feature37,mfcc_feature38,mfcc_feature39,MeanRMS,MeanZCR,MeanSpectralCentroid,MeanSpectralBandwidth
afrikaans3.mp3,-297.70636,109.83602,4.3455844,42.159267,15.189517,0.719073,-11.473223,-15.948521,-32.46804,-11.671332,-2.4929857,-5.743749,-9.439517,0.032412548,-0.021456413,0.0034523406,0.019026706,-0.03428082,-0.00857457,0.0019316995,0.013872837,0.012034545,0.008601725,-0.0014869759,-0.01266937,0.0060625346,-0.010827519,-0.016742017,0.0034380876,0.0055724946,-0.0035189944,0.0036371541,-0.0026472406,-0.0010255425,0.0025738878,-0.00607047,-0.0010177768,-0.0018305507,0.0013229804,0.08645514,0.08266420717592593,1442.7884673405886,1532.9925688766762
albanian2.mp3,-297.0569,105.26372,-7.825065,28.310938,-2.9578803,-1.4718827,1.5391443,2.5945725,-3.0205708,-3.4439783,-12.274898,5.163499,-5.870892,0.0,-4.735813e-09,1.1839533e-09,1.0655579e-08,-3.847848e-09,0.0,-1.1839533e-09,-4.1438364e-09,2.3679065e-09,-2.9598832e-10,2.0719182e-09,-2.959883e-09,-2.9598832e-10,-7.1037194e-09,8.287673e-09,-1.1839533e-09,3.5518597e-09,3.6258567e-09,8.139678e-09,-3.1078773e-09,4.1438364e-09,-1.6279357e-09,8.879649e-10,9.61962e-10,7.399708e-11,-1.3319473e-09,0.0270064,0.1066578052662037,1981.223371973888,2145.897900839098
amharic11.mp3,-296.3524,84.16324,22.218613,35.947037,8.377013,-0.48403168,-6.21626,-11.894794,-3.615706,-7.1862974,-13.3742285,10.435687,-4.038982,7.197062e-06,1.0318756e-05,1.0280609e-05,1.0280609e-05,1.0263125e-05,1.0261536e-05,1.0251999e-05,1.0240078e-05,1.0228951e-05,1.0217031e-05,1.0201136e-05,1.0183652e-05,1.0175705e-05,5.751451e-05,8.126735e-05,8.125703e-05,8.122444e-05,8.11849e-05,8.112669e-05,8.105874e-05,8.097887e-05,8.088807e-05,8.079171e-05,8.067111e-05,8.054276e-05,8.04019e-05,0.060796145,0.11730504918981481,2110.7790470491955,2189.602762648967
amharic8.mp3,-398.85458,44.481457,20.74832,29.975859,4.1780143,-15.184041,-15.588341,-4.2322097,-17.4894,-15.339045,-6.6851144,4.4717126,-5.9543524,-2.8467553e-05,-4.02796e-05,-4.0275845e-05,-4.0281477e-05,-4.030025e-05,-4.0316205e-05,-4.032841e-05,-4.0347182e-05,-4.0367362e-05,-4.0389423e-05,-4.0413357e-05,-4.0445506e-05,-4.047343e-05,0.00024404206,0.0003451015,0.0003449593,0.0003447474,0.0003444386,0.0003440399,0.00034355765,0.00034298812,0.00034232496,0.00034157967,0.00034075484,0.00033983588,0.0003388327,0.027565371,0.3682906539351852,4486.68734017259,2112.459377951215
arabic2.mp3,-312.73746,109.89689,14.674423,37.308834,24.504465,6.1536183,-6.1605062,3.565814,-3.5474765,-4.474968,-7.048424,-2.3236752,-10.796256,-0.009472336,-0.004466234,0.010135205,0.010205983,0.002328845,0.0022818577,0.005388505,0.005428169,0.002195127,0.0020755886,0.0038817213,0.00091455155,0.00013317967,0.00146425,0.008434877,0.0139384605,0.0078052157,0.0012713714,-0.0001777296,0.0007669176,0.0040062005,0.0056528207,0.004337712,0.0019394637,-0.00058274315,-0.00047484276,0.11047554,0.09403935185185185,1693.0181819478153,1809.1396140271029
arabic50.mp3,-264.19275,129.56894,-11.15132,35.827785,-4.138596,11.426609,-17.68586,-7.5208664,-4.984339,-1.3070498,-7.8914466,-2.069758,4.021597,-0.012576979,-0.00784978,0.004171767,0.00075060624,-0.00042448106,-0.00093150913,-0.002796241,0.0028561272,0.0006671377,-0.0021667727,-0.0020195656,0.0006946608,0.0035311007,-0.0020049193,0.0043637357,0.005298935,0.00016830584,0.0061185923,0.0053691017,0.00034879797,-0.00083699264,-0.0063780528,-0.008280245,-0.0047922954,-0.0016338703,0.001137868,0.08244991,0.07686360677083333,1359.8777774172395,1426.1450574025266
armenian5.mp3,-306.45786,113.78932,27.523386,24.087292,10.079491,6.6655636,-7.507594,3.317481,-3.9071524,-4.2351637,-1.5553002,2.6648617,-4.9984355,-0.06359027,-0.065509014,-0.02809018,-0.015161071,-0.012462644,-0.008165986,-0.0070086056,-0.00526759,-0.0029611834,-0.003808044,-0.0041678054,-0.0035907773,-0.0027390087,0.03455607,0.034446735,0.013233841,0.0075205425,0.0070176776,0.00427349,0.0036526946,0.003390439,0.0023322345,0.0022836346,0.0021913676,0.0024781467,0.0024804824,0.08115333,0.07764576099537036,1521.677347880167,1850.4908137413763
baga1.mp3,-342.23022,92.6087,41.50093,47.12977,17.453257,-1.671124,9.987595,16.790813,-4.2066727,3.1625783,-7.821685,1.9509856,1.6835519,0.0008027501,0.0011330408,0.0011264553,0.0011156214,0.0011007125,0.0010819793,0.0010597317,0.0010343418,0.0010062356,0.0009758604,0.0009437054,0.0009102517,0.00087600655,7.4810916e-05,0.00010310711,9.523719e-05,8.2171435e-05,6.4146676e-05,4.1384268e-05,1.41898445e-05,-1.7083426e-05,-5.203039e-05,-9.020874e-05,-0.0001311373,-0.00017432337,-0.00021923744,0.045402963,0.055243598090277776,1391.2761873137772,2002.2208137503596
bambara1.mp3,-317.3786,100.852516,13.748654,40.665703,14.214058,-2.9077663,-3.2356434,-1.7056319,-8.225293,-7.45783,-2.5375526,0.48933983,-7.7885323,-0.01350074,-0.008012562,-0.0014199018,-0.0070605516,-0.0034980986,0.00059542124,-0.0035444063,-0.0065033487,-0.0019851457,-0.00012284207,-0.0036068577,-0.0012559956,0.0016124478,-0.00045962757,0.0015192503,0.0007518704,-0.0016574456,0.0005639394,0.00035155998,-0.001547244,-0.0011314972,-0.0007677923,-0.0012850416,-0.0004800378,0.0020824352,0.0021779325,0.08285104,0.086669921875,1760.4128825417133,2006.6677981713992
belarusan1.mp3,-337.6602,51.053543,27.716553,51.115845,12.341561,32.387085,-11.327274,4.379534,4.1332803,7.5516653,-19.20461,4.2487555,-13.373996,0.06628955,0.0021271314,0.035813954,0.014644461,0.0021571568,0.018075299,-0.0036596044,0.0061912765,0.0015459034,0.005673595,0.0038751946,0.0033506684,0.0007133167,0.05235178,0.00085548015,0.025827957,0.010378944,0.00061225804,0.013017032,-0.0026397775,0.003972077,0.0010104132,0.0045181816,0.0023720388,0.0019294497,-1.0138832e-05,0.051647898,0.13504593460648148,2284.2852236515387,2054.6862180445128
bengali3.mp3,-364.82928,77.36055,33.717575,13.707012,1.7677444,-11.809259,-4.2795115,3.6549914,-24.394312,-12.890346,-4.548344,-6.5995812,-5.640478,-4.722653e-06,-6.6989805e-06,-6.7086057e-06,-6.734272e-06,-6.6989805e-06,-6.6957723e-06,-6.6989805e-06,-6.692564e-06,-6.681335e-06,-6.673314e-06,-6.6604807e-06,-6.6516577e-06,-6.644439e-06,4.924537e-05,6.966234e-05,6.964229e-05,6.960981e-05,6.95709e-05,6.952759e-05,6.9480666e-05,6.9398855e-05,6.9316244e-05,6.923664e-05,6.9131966e-05,6.901867e-05,6.890578e-05,0.06543445,0.10424352575231481,1810.3829263963778,1900.9645604351158
bulgarian16.mp3,-338.9103,105.55048,39.392227,40.339245,5.979956,6.0781527,5.139422,0.81886005,-3.3743532,-0.9160149,-7.647508,0.19716465,-10.500432,-0.032679066,-0.03663386,-0.020735953,-0.01369904,-0.011557289,-0.007820788,-0.005813614,-0.0089187985,-0.012357412,-0.009007295,-0.0014854067,0.0003762988,-0.0048315614,-0.0028802939,-0.0025533035,-0.00055901945,-0.0012618108,-0.0030416432,-0.0028278385,-0.0012675755,-0.00082973717,-0.001881568,-0.0022664284,-0.00022207912,0.0022999356,0.0023785264,0.0816635,0.07457591869212964,1551.4338306841262,1919.5247975641319
